found_utc,kind,region,company,title,loc,url,source
2026-09-25 18:27,newgrad,us,Evolve Security,OSOC Security Analyst - Cloud Pentesting,USA,https://apply.workable.com/evolve-security/j/862A8C87BC/,speedyapply
2026-09-25 18:27,newgrad,other,Flatiron Health,Software Engineer,,https://flatiron.com/careers/open-positions/job?gh_jid=8123090,speedyapply
2026-09-25 18:27,newgrad,other,Flex,Developer - Application,"Coimbatore, India",https://flextronics.wd1.myworkdayjobs.com/en-US/careers/job/India-Coimbatore/Developer--Application_WD229031,speedyapply
2026-09-25 18:27,newgrad,other,Flutter,Junior Back-End Engineer,"Tbilisi, Georgia",https://flutterbe.wd3.myworkdayjobs.com/en-US/flutterint_external/job/Tbilisi-Georgia/Junior-Back-End-Engineer_JR141406,speedyapply
2026-09-25 18:27,newgrad,us,GDIT,Software Developer - DevOps,"Philadelphia, PA",https://gdit.wd5.myworkdayjobs.com/en-US/external_career_site/job/USA-PA-Philadelphia/Software-Developer--DevOps-_RQ229041-1,speedyapply
2026-09-25 18:27,newgrad,us,General Motors,Software Engineer AV HIL Platform and Services - Early Career,"Sunnyvale, CA",https://generalmotors.wd5.myworkdayjobs.com/en-US/careers_gm/job/Sunnyvale-California-United-States-of-America/Software-Engineer-AV-HIL-Platform-and-Services--University-Grad-_JR-202604577,speedyapply
2026-09-25 18:27,newgrad,other,Gentrack,Software Engineer Junior,"Pune, India",https://gentrack.pinpointhq.com/en/postings/ddc4fec1-0b5f-49e9-a618-200b30cccfdd,speedyapply
2026-09-25 18:27,newgrad,other,Geotab,Embedded Systems Test Engineer,"Kraków, Poland",https://job-boards.greenhouse.io/geotab/jobs/5413943008,speedyapply
2026-09-25 18:27,newgrad,other,Gini Apps,Junior Mobile Developer,"Herzliya, Israel",https://hrmony.ai/gini-apps/careers/job-offers/1003116,speedyapply
2026-09-25 18:27,newgrad,other,Global Payments,Associate Client Server Software Analyst,"Pune, India",https://tsys.wd1.myworkdayjobs.com/en-US/tsys/job/PUNE--INDIA/Associate-Client-Server-Software-Analyst_R0074925,speedyapply
2026-09-25 18:27,newgrad,us,Graham Healthcare Group,Software Engineer,Remote - USA,https://ghc.wd1.myworkdayjobs.com/en-US/ghg_careers/job/RemoteNationwide-USA/Software-Engineer_JR258768,speedyapply
2026-09-25 18:27,newgrad,other,Intel,Software Engineer,"George Town, Malaysia",https://intel.wd1.myworkdayjobs.com/en-US/external/job/Malaysia-Penang/Software-Engineer_JR0287360,speedyapply
2026-09-25 18:27,newgrad,us,Jade Global,Onshore Hyperion Administrator and EPM Cloud Support,"Chicago, IL",https://jadeglobal.wd5.myworkdayjobs.com/en-US/jade_careers/job/Chicago/Onshore-Hyperion-Administrator-and-EPM-Cloud-Support_R-106174,speedyapply
2026-09-25 18:27,newgrad,canada,Jobgether,Interface Software Engineer,Canada,https://jobs.lever.co/jobgether/007b0a76-752d-4b94-82c0-48f50fd3bb65,speedyapply
2026-09-25 18:27,newgrad,us,Johns Hopkins Applied Physics Laboratory,Neural Engineer,"Laurel, MD",https://careers.jhuapl.edu/jobs/60068?icims=1,SimplifyJobs
2026-09-25 18:27,newgrad,remote,KLA,Software Applications Engineer,"Remote - Milpitas, CA",https://kla.wd1.myworkdayjobs.com/en-US/search/job/Milpitas-CA/Software-Applications-Engineer_2640096,speedyapply
2026-09-25 18:27,newgrad,us,KLA,Software Engineer - Metrology Systems,"Milpitas, CA",https://kla.wd1.myworkdayjobs.com/en-US/search/job/Milpitas-CA/Software-Engineer--Metrology-Systems-_2641468,speedyapply
2026-09-25 18:27,newgrad,other,Karbon,Associate Software Engineer,"Sydney, Australia",https://job-boards.greenhouse.io/karbon/jobs/6207302004,speedyapply
2026-09-25 18:27,newgrad,us,L3Harris Technologies,Associate Integration/Test Engineering,"Melbourne, FL","https://jobs.l3harris.com/job/Melbourne-Associate,-IntegrationTest-Engineering-FL-32901/1433821200/?ats=successfactors",SimplifyJobs
2026-09-25 18:27,newgrad,us,Laminar,Junior Software Engineer - Edge Platform,"Somerville, MA",https://jobs.lever.co/runlaminar/1112d528-3de4-4be2-b889-faa7f80381b6,speedyapply
2026-09-25 18:27,newgrad,us,Laminar,Product Engineer - Full Stack,"Somerville, MA",https://jobs.lever.co/runlaminar/fd756613-cb2b-4a96-b5d5-f46b659fa05d,speedyapply
2026-09-25 18:27,newgrad,us,Leidos,Software Development Engineer,"Gaithersburg, MD",https://leidos.wd5.myworkdayjobs.com/External/job/Gaithersburg-MD/Software-Development-Engineer_R-00186934-1,SimplifyJobs
2026-09-25 18:27,newgrad,us,Leidos,Jr. Software Engineer,"Bethesda, MD",https://leidos.wd5.myworkdayjobs.com/en-US/external/job/Bethesda-MD/Jr-Software-Engineer_R-00175979,speedyapply
2026-09-25 18:27,newgrad,us,Leidos,ServiceNow Developer,"Washington, DC",https://leidos.wd5.myworkdayjobs.com/en-US/external/job/10160-Washington-DC/Sr-ServiceNow-Developer_R-00192093,speedyapply
2026-09-25 18:27,newgrad,other,Nike,Software Engineer I - ITC,"Karnataka, India",https://nike.wd1.myworkdayjobs.com/en-US/nke/job/Karnataka-India/Software-Engineer-I--ITC_R-92757,speedyapply
2026-09-25 18:27,newgrad,remote,Olo,Software Engineer - BrandX,"Remote - Belfast, United Kingdom",https://jobs.lever.co/olo/335fcd0d-e95d-4373-92a0-c6acc3d87275,speedyapply
2026-09-25 18:27,newgrad,remote,PPLSI,Associate IBMi Software Engineer,Remote,https://legalshieldcorp.wd1.myworkdayjobs.com/en-US/lsc/job/Remote-Job-Posting/Software-Engineer_R0002820,speedyapply
2026-09-25 18:27,newgrad,us,PowerSchool,Associate Software Engineer,"Dallas, TX",https://careers-powerschool.icims.com/jobs/53084/associate-software-engineer/job,speedyapply
2026-09-25 18:27,newgrad,other,Qualys,Software Engineer,"Pune, India",https://qualys.wd5.myworkdayjobs.com/en-US/careers/job/Pune/Software-Engineer_R0005062,speedyapply
2026-09-25 18:27,newgrad,us,REI Systems,Associate Software Engineer- Java full stack,"Sterling, VA",https://careers-reisystems.icims.com/jobs/3511/associate-software-engineer--java-full-stack/job,speedyapply
2026-09-25 18:27,newgrad,us,REI Systems,Associate DevOps Engineer,"Sterling, VA",https://careers-reisystems.icims.com/jobs/3514/associate-devops-engineer/job,speedyapply
2026-09-25 18:27,newgrad,us,Radiance Technologies,Junior Software Engineer,"Beavercreek, OH",https://radiancetech.wd12.myworkdayjobs.com/en-US/radiance_external/job/Beavercreek-OH/Junior-Software-Engineer_HR102428,speedyapply
2026-09-25 18:27,newgrad,us,Raytheon,Research Software Engineer I - Onsite,"Cambridge, MA",https://globalhr.wd5.myworkdayjobs.com/en-US/rec_rtx_ext_gateway/job/US-MA-CAMBRIDGE-BBN06--10--50-Moulton-St--MOULTON-B6/Research-Software-Engineer-I--Onsite-_01876370,speedyapply
2026-09-25 18:27,newgrad,us,Raytheon,HWIL Software Engineer I,"Tucson, AZ",https://globalhr.wd5.myworkdayjobs.com/en-US/rec_rtx_ext_gateway/job/US-AZ-TUCSON-805--1151-E-Hermans-Rd--BLDG-805/HWIL-Software-Engineer-I_01874565,speedyapply
2026-09-25 18:27,newgrad,us,ResMed,Associate Software Engineer,"San Diego, CA",https://resmed.wd3.myworkdayjobs.com/en-US/resmed_external_careers/job/San-Diego-CA-United-States/Associate-Software-Engineer_JR_052316-1,speedyapply
2026-09-25 18:27,newgrad,us,Revolutional,Junior Sharepoint Developer,"McLean, VA",https://revolutional.com/job-openings/?gh_jid=8003893003,speedyapply
2026-09-25 18:27,newgrad,other,SEON,Associate Software Engineer - Web Scraping,"Budapest, Hungary",https://jobs.ashbyhq.com/seon/bd6b23d5-c582-4eb5-9b7b-b4877f3a2153,speedyapply
2026-09-25 18:27,newgrad,other,Silicon Labs,Embedded Software Engineer,"Budapest, Hungary",https://silabs.wd1.myworkdayjobs.com/en-US/siliconlabscareers/job/Budapest/Embedded-Software-Engineer_21085-1,speedyapply
2026-09-25 18:27,newgrad,other,Sun Life,ETL Informatica Developer,"Gurugram, India",https://sunlife.wd3.myworkdayjobs.com/en-US/experienced/job/Gurugram-Haryana/ETL-Informatica-Developer_JR00127325-1,speedyapply
2026-09-25 18:27,newgrad,other,Susquehanna International Group,Software Developer Graduate: September 2027 London,"London, United Kingdom",https://careers-sig.icims.com/jobs/11336/software-developer-graduate%3a-september-2027-london/job,speedyapply
2026-09-25 18:27,newgrad,other,Talan,Développeur Java Backend Junior - H/F,"Paris, France",https://jobs.smartrecruiters.com/Talan/744000151645519-developpeur-java-backend-junior-h-f?oga=true,speedyapply
2026-09-25 18:27,newgrad,other,Thermo Fisher Scientific,Software Engineer I,"Tijuana, Mexico",https://thermofisher.wd5.myworkdayjobs.com/en-US/thermofishercareers/job/Tijuana-Mexico/Software-Engineer-I_R-01368727-1,speedyapply
2026-09-25 18:27,newgrad,other,Unisys,Assoc Eng Software Eng,"Bengaluru, India",https://unisys.wd5.myworkdayjobs.com/en-US/external/job/Bangalore-KA-India/Assoc-Eng-Software-Eng_REQ576031,speedyapply
2026-09-25 18:27,newgrad,remote,Welo Global,Audio Rater - Generalist - English,Remote in UK,https://jobs.lever.co/weloglobal/a359138d-45e6-4e40-8818-9ea8c05c516f/apply,SimplifyJobs
2026-09-25 18:27,newgrad,us,Welo Global,Audio Rater,Remote in USA,https://jobs.lever.co/weloglobal/444db572-9d62-49b4-a128-9988df73f571/apply,SimplifyJobs
2026-09-25 18:27,newgrad,canada,Welo Global,Audio Rater - Generalist - English,Remote in Canada,https://jobs.lever.co/weloglobal/827dd5b6-033a-4d6b-84aa-bff3da5a4bbf/apply,SimplifyJobs
2026-09-25 18:27,newgrad,remote,Welo Global,Quality Assurance Audio Rater - British English,Remote in UK,https://jobs.lever.co/weloglobal/3b07a9ab-dde4-4d79-876e-226ba4762b06/apply,SimplifyJobs
2026-09-25 18:27,newgrad,us,Yext,Software Engineer,"New York City, NY",https://job-boards.greenhouse.io/yext/jobs/8224109,speedyapply
2026-09-25 18:27,newgrad,other,Zalando,Junior Software Engineer - all genders,"Berlin, Germany",https://zalando.wd3.myworkdayjobs.com/en-US/zalandositewd/job/Berlin/Junior-Software-Engineer--all-genders-_2724679-1,speedyapply
2026-09-25 21:46,intern,canada,Acuity,Hardware Development Intern,"Brossard, QC",https://careers.acuityinc.com/job/Brossard-Stagiaire-d%C3%A9veloppement-mat%C3%A9riel-(hardware,negarprh
2026-09-25 21:46,intern,canada,Analysis Group,"Research Professional Intern, Generalist (Summer 2027)","Montreal, QC",https://analystcareers-analysisgroup.icims.com/jobs/3007/job?mobile=true&needsRedirect=false,negarprh
2026-09-25 21:46,intern,us,Audaxgroup,Data Engineer Co-Op - PD,"Boston, Massachusetts",https://job-boards.greenhouse.io/audaxgroup/jobs/4722770005,gh:audaxgroup
2026-09-25 21:46,intern,us,Audaxgroup,Data Engineer CO-OP - PE,"Boston, MA",https://job-boards.greenhouse.io/audaxgroup/jobs/4722779005,gh:audaxgroup
2026-09-25 21:46,intern,us,Bedrock Robotics,"2027 Internship Safety Engineer, Agentic Safety Case Assessment","San Francisco, CA",https://jobs.ashbyhq.com/bedrock-robotics/cb06dc4f-3e78-4546-897d-b39ba12a9178,ashby:bedrock-robotics
2026-09-25 21:46,intern,us,Doordashusa,Machine Learning Intern (Masters) - Summer 2027,"San Francisco, CA;  Sunnyvale, CA ; New York City, NY; Seattle, WA",https://job-boards.greenhouse.io/doordashusa/jobs/8204111,gh:doordashusa
2026-09-25 21:46,intern,us,Doordashusa,Machine Learning Intern (PhD) - Summer 2027,"San Francisco, CA;  Sunnyvale, CA ; New York City, NY; Seattle, WA",https://job-boards.greenhouse.io/doordashusa/jobs/8233953,gh:doordashusa
2026-09-25 21:46,intern,other,Heron Power,"Intern, Mechanical Engineer (Spring/Summer 2027)",Scotts Valley,https://jobs.ashbyhq.com/heron-power/bae1ec8f-af0b-4f8e-b009-4e459b92e769,ashby:heron-power
2026-09-25 21:46,intern,canada,Kepler Communications,FPGA Digital Design Engineer Intern (Summer 2027),"Toronto, ON",https://jobs.lever.co/kepler/f06ca5e6-2e7f-4b76-a5c4-cb423d3cfc03/,negarprh
2026-09-25 21:46,intern,us,Lightmatter,Silicon Packaging Engineer - Intern & New Grad,"Mountain View, CA",https://boards.greenhouse.io/lightmatter/jobs/5422712008?gh_jid=5422712008,gh:lightmatter
2026-09-25 21:46,intern,remote,Rivianvw.Tech,Embedded Systems Software Engineering Intern at UIUC Research Park (January - August 2027),"Champaign, Illinois; Remote",https://jobs.ashbyhq.com/rivianvw.tech/f421a524-72da-4dd6-a549-bbee9e98622e,ashby:rivianvw.tech
2026-09-25 21:46,intern,us,Wabtec,Transducer Manufacturing Engineering Co-Op (January-June 2027),"Waltham, MA, us",https://jobs.smartrecruiters.com/Wabtec/3743990015687756,sr:Wabtec
2026-09-25 21:46,newgrad,canada,Cenovus Energy,Information Technology Student (Summer 2027),"Calgary, AB",https://cenovus.wd3.myworkdayjobs.com/careers/job/CA-AB-Calgary/Student--IT--Data-Science-and-Software--Calgary--May-2027-_R-411145,negarprh
2026-09-25 21:46,newgrad,us,Eurofins,IT Solutions Support Engineer - Junior,"Belo Horizonte, MG, br",https://jobs.smartrecruiters.com/Eurofins/744000151933129,sr:Eurofins
2026-09-25 21:46,newgrad,us,Shieldai,RF Engineer I (R6108),"Seattle, Washington; onsite",https://jobs.lever.co/shieldai/a9d061e9-4d28-4a30-8381-5f2dc28b4416,lever:shieldai
